MODEL	VAR_ID	POST_BETA	POST_SE	MAINEFFS
98	15	-0.0680936	0.0204933	12
98	7	0.0893589	0.0204935	14
98	22	-0.00713218	0.0206504	3 7
99	0	0	0	-1
99	1	0.0441338	0.0218049	0
99	3	0.101188	0.0218206	2
99	4	0.0534025	0.0218062	3
99	6	0.00358217	0.0218029	5
99	14	-0.0672065	0.0218104	6
99	8	0.0152486	0.0218136	7
99	16	-0.0613691	0.0218055	8
99	17	-0.0327685	0.0218234	9
99	15	-0.0506012	0.0218073	12
99	7	0.0704509	0.0218075	14
99	22	-0.0499823	0.0219968	3 7
100	0	0	0	-1
100	1	0.03539	0.0215235	0
100	3	0.0548754	0.0215386	2
100	4	-0.0635583	0.0215248	3
100	6	-0.00119049	0.0215216	5
100	14	-0.0342715	0.0215288	6
100	8	-0.0231744	0.0215319	7
100	16	-0.0265079	0.0215241	8
100	17	-0.0883992	0.0215413	9
100	15	-0.0487782	0.0215258	12
100	7	0.0537034	0.021526	14
100	22	-0.0573941	0.021708	3 7
