MODEL	MAINEFFS	MLE_BETA	SE	Z_MEAN	A_MEAN	PRIOR_BETA	SE	ADD_PROB
1770	-1	0	0	0	0	0	0	0
1770	5023	0	0	0	0	0	0	0.5
1770	6412	0	0	0	0	0	0	0.5
1770	4569	0	0	0	0	0	0	0.5
1770	1792	0	0	0	0	0	0	0.5
1770	5698	0	0	0	0	0	0	0.5
1770	6931	0	0	0	0	0	0	0.5
1770	1966	0	0	0	0	0	0	0.5
1770	6607	0	0	0	0	0	0	0.5
1770	806	0	0	0	0	0	0	0.5
1770	4798	0	0	0	0	0	0	0.5
1771	-1	0	0	0	0	0	0	0
1771	5023	0	0	0	0	0	0	0.5
1771	6412	0	0	0	0	0	0	0.5
1771	4569	0	0	0	0	0	0	0.5
1771	1792	0	0	0	0	0	0	0.5
1771	5698	0	0	0	0	0	0	0.5
1771	6931	0	0	0	0	0	0	0.5
1771	1966	0	0	0	0	0	0	0.5
1771	6607	0	0	0	0	0	0	0.5
1771	4798	0	0	0	0	0	0	0.5
1772	-1	0	0	0	0	0	0	0
1772	5023	0	0	0	0	0	0	0.5
1772	4798	0	0	0	0	0	0	0.5
1772	4569	0	0	0	0	0	0	0.5
1772	1792	0	0	0	0	0	0	0.5
1772	5698	0	0	0	0	0	0	0.5
1772	6931	0	0	0	0	0	0	0.5
1772	1966	0	0	0	0	0	0	0.5
1772	6607	0	0	0	0	0	0	0.5
1773	-1	0	0	0	0	0	0	0
1773	5023	0	0	0	0	0	0	0.5
1773	4798	0	0	0	0	0	0	0.5
1773	4569	0	0	0	0	0	0	0.5
1773	1792	0	0	0	0	0	0	0.5
1773	5698	0	0	0	0	0	0	0.5
1773	6931	0	0	0	0	0	0	0.5
1773	1966	0	0	0	0	0	0	0.5
1773	7043	0	0	0	0	0	0	0.5
1774	-1	0	0	0	0	0	0	0
1774	7038	0	0	0	0	0	0	0.5
1774	4798	0	0	0	0	0	0	0.5
1774	4569	0	0	0	0	0	0	0.5
1774	1792	0	0	0	0	0	0	0.5
1774	5698	0	0	0	0	0	0	0.5
1774	6931	0	0	0	0	0	0	0.5
1774	1966	0	0	0	0	0	0	0.5
1774	7043	0	0	0	0	0	0	0.5
1775	-1	0	0	0	0	0	0	0
1775	7038	0	0	0	0	0	0	0.5
1775	4798	0	0	0	0	0	0	0.5
1775	4569	0	0	0	0	0	0	0.5
1775	1792	0	0	0	0	0	0	0.5
1775	5698	0	0	0	0	0	0	0.5
1775	6931	0	0	0	0	0	0	0.5
1775	1966	0	0	0	0	0	0	0.5
1775	7043	0	0	0	0	0	0	0.5
1775	1737	0	0	0	0	0	0	0.5
1776	-1	0	0	0	0	0	0	0
1776	7038	0	0	0	0	0	0	0.5
1776	4798	0	0	0	0	0	0	0.5
1776	4569	0	0	0	0	0	0	0.5
1776	1792	0	0	0	0	0	0	0.5
1776	5698	0	0	0	0	0	0	0.5
1776	6931	0	0	0	0	0	0	0.5
1776	502	0	0	0	0	0	0	0.5
1776	7043	0	0	0	0	0	0	0.5
1776	1737	0	0	0	0	0	0	0.5
1777	-1	0	0	0	0	0	0	0
1777	7038	0	0	0	0	0	0	0.5
1777	4798	0	0	0	0	0	0	0.5
1777	4569	0	0	0	0	0	0	0.5
1777	1792	0	0	0	0	0	0	0.5
1777	5698	0	0	0	0	0	0	0.5
1777	6931	0	0	0	0	0	0	0.5
1777	6516	0	0	0	0	0	0	0.5
1777	7043	0	0	0	0	0	0	0.5
1777	1737	0	0	0	0	0	0	0.5
1778	-1	0	0	0	0	0	0	0
1778	7038	0	0	0	0	0	0	0.5
1778	4798	0	0	0	0	0	0	0.5
1778	4569	0	0	0	0	0	0	0.5
1778	1792	0	0	0	0	0	0	0.5
1778	5698	0	0	0	0	0	0	0.5
1778	6931	0	0	0	0	0	0	0.5
1778	6693	0	0	0	0	0	0	0.5
1778	7043	0	0	0	0	0	0	0.5
1778	1737	0	0	0	0	0	0	0.5
1779	-1	0	0	0	0	0	0	0
1779	7038	0	0	0	0	0	0	0.5
1779	4798	0	0	0	0	0	0	0.5
1779	4569	0	0	0	0	0	0	0.5
1779	1792	0	0	0	0	0	0	0.5
1779	5698	0	0	0	0	0	0	0.5
1779	6931	0	0	0	0	0	0	0.5
1779	3499	0	0	0	0	0	0	0.5
1779	7043	0	0	0	0	0	0	0.5
1779	1737	0	0	0	0	0	0	0.5
1780	-1	0	0	0	0	0	0	0
1780	7038	0	0	0	0	0	0	0.5
1780	4798	0	0	0	0	0	0	0.5
1780	4569	0	0	0	0	0	0	0.5
1780	1792	0	0	0	0	0	0	0.5
1780	5698	0	0	0	0	0	0	0.5
1780	6931	0	0	0	0	0	0	0.5
1780	3499	0	0	0	0	0	0	0.5
1780	7043	0	0	0	0	0	0	0.5
1780	1737	0	0	0	0	0	0	0.5
1780	5936	0	0	0	0	0	0	0.5
1781	-1	0	0	0	0	0	0	0
1781	1741	0	0	0	0	0	0	0.5
1781	4798	0	0	0	0	0	0	0.5
1781	4569	0	0	0	0	0	0	0.5
1781	1792	0	0	0	0	0	0	0.5
1781	5698	0	0	0	0	0	0	0.5
1781	6931	0	0	0	0	0	0	0.5
1781	3499	0	0	0	0	0	0	0.5
1781	7043	0	0	0	0	0	0	0.5
1781	1737	0	0	0	0	0	0	0.5
1781	5936	0	0	0	0	0	0	0.5
1782	-1	0	0	0	0	0	0	0
1782	1741	0	0	0	0	0	0	0.5
1782	4798	0	0	0	0	0	0	0.5
1782	4569	0	0	0	0	0	0	0.5
1782	1792	0	0	0	0	0	0	0.5
1782	5698	0	0	0	0	0	0	0.5
1782	6931	0	0	0	0	0	0	0.5
1782	3499	0	0	0	0	0	0	0.5
1782	7043	0	0	0	0	0	0	0.5
1782	1737	0	0	0	0	0	0	0.5
1782	5936	0	0	0	0	0	0	0.5
1782	3978	0	0	0	0	0	0	0.5
1783	-1	0	0	0	0	0	0	0
1783	1741	0	0	0	0	0	0	0.5
1783	4798	0	0	0	0	0	0	0.5
1783	4569	0	0	0	0	0	0	0.5
1783	1792	0	0	0	0	0	0	0.5
1783	5698	0	0	0	0	0	0	0.5
1783	6931	0	0	0	0	0	0	0.5
1783	6602	0	0	0	0	0	0	0.5
1783	7043	0	0	0	0	0	0	0.5
1783	1737	0	0	0	0	0	0	0.5
1783	5936	0	0	0	0	0	0	0.5
1783	3978	0	0	0	0	0	0	0.5
1784	-1	0	0	0	0	0	0	0
1784	1741	0	0	0	0	0	0	0.5
1784	4798	0	0	0	0	0	0	0.5
1784	4569	0	0	0	0	0	0	0.5
1784	1792	0	0	0	0	0	0	0.5
1784	5698	0	0	0	0	0	0	0.5
1784	6931	0	0	0	0	0	0	0.5
1784	6602	0	0	0	0	0	0	0.5
1784	376	0	0	0	0	0	0	0.5
1784	1737	0	0	0	0	0	0	0.5
1784	5936	0	0	0	0	0	0	0.5
1784	3978	0	0	0	0	0	0	0.5
1785	-1	0	0	0	0	0	0	0
1785	1741	0	0	0	0	0	0	0.5
1785	4798	0	0	0	0	0	0	0.5
1785	4569	0	0	0	0	0	0	0.5
1785	1792	0	0	0	0	0	0	0.5
1785	5698	0	0	0	0	0	0	0.5
1785	6931	0	0	0	0	0	0	0.5
1785	6602	0	0	0	0	0	0	0.5
1785	7360	0	0	0	0	0	0	0.5
1785	1737	0	0	0	0	0	0	0.5
1785	5936	0	0	0	0	0	0	0.5
1785	3978	0	0	0	0	0	0	0.5
1786	-1	0	0	0	0	0	0	0
1786	1741	0	0	0	0	0	0	0.5
1786	4798	0	0	0	0	0	0	0.5
1786	4569	0	0	0	0	0	0	0.5
1786	1792	0	0	0	0	0	0	0.5
1786	5698	0	0	0	0	0	0	0.5
1786	6931	0	0	0	0	0	0	0.5
1786	6602	0	0	0	0	0	0	0.5
1786	3978	0	0	0	0	0	0	0.5
1786	1737	0	0	0	0	0	0	0.5
1786	5936	0	0	0	0	0	0	0.5
1787	-1	0	0	0	0	0	0	0
1787	1741	0	0	0	0	0	0	0.5
1787	4798	0	0	0	0	0	0	0.5
1787	4569	0	0	0	0	0	0	0.5
1787	1792	0	0	0	0	0	0	0.5
1787	5698	0	0	0	0	0	0	0.5
1787	6931	0	0	0	0	0	0	0.5
1787	6602	0	0	0	0	0	0	0.5
1787	3978	0	0	0	0	0	0	0.5
1787	1737	0	0	0	0	0	0	0.5
1787	5936	0	0	0	0	0	0	0.5
1787	980	0	0	0	0	0	0	0.5
1788	-1	0	0	0	0	0	0	0
1788	1741	0	0	0	0	0	0	0.5
1788	4798	0	0	0	0	0	0	0.5
1788	4569	0	0	0	0	0	0	0.5
1788	1792	0	0	0	0	0	0	0.5
1788	5649	0	0	0	0	0	0	0.5
1788	6931	0	0	0	0	0	0	0.5
1788	6602	0	0	0	0	0	0	0.5
1788	3978	0	0	0	0	0	0	0.5
1788	1737	0	0	0	0	0	0	0.5
1788	5936	0	0	0	0	0	0	0.5
1788	980	0	0	0	0	0	0	0.5
1789	-1	0	0	0	0	0	0	0
1789	1741	0	0	0	0	0	0	0.5
1789	4798	0	0	0	0	0	0	0.5
1789	4569	0	0	0	0	0	0	0.5
1789	1792	0	0	0	0	0	0	0.5
1789	5649	0	0	0	0	0	0	0.5
1789	7376	0	0	0	0	0	0	0.5
1789	6602	0	0	0	0	0	0	0.5
1789	3978	0	0	0	0	0	0	0.5
1789	1737	0	0	0	0	0	0	0.5
1789	5936	0	0	0	0	0	0	0.5
1789	980	0	0	0	0	0	0	0.5
1790	-1	0	0	0	0	0	0	0
1790	1741	0	0	0	0	0	0	0.5
1790	4798	0	0	0	0	0	0	0.5
1790	4569	0	0	0	0	0	0	0.5
1790	1792	0	0	0	0	0	0	0.5
1790	5649	0	0	0	0	0	0	0.5
1790	7376	0	0	0	0	0	0	0.5
1790	6602	0	0	0	0	0	0	0.5
1790	3978	0	0	0	0	0	0	0.5
1790	6020	0	0	0	0	0	0	0.5
1790	5936	0	0	0	0	0	0	0.5
1790	980	0	0	0	0	0	0	0.5
1791	-1	0	0	0	0	0	0	0
1791	1741	0	0	0	0	0	0	0.5
1791	4798	0	0	0	0	0	0	0.5
1791	4569	0	0	0	0	0	0	0.5
1791	1792	0	0	0	0	0	0	0.5
1791	5649	0	0	0	0	0	0	0.5
1791	7376	0	0	0	0	0	0	0.5
1791	6602	0	0	0	0	0	0	0.5
1791	980	0	0	0	0	0	0	0.5
1791	6020	0	0	0	0	0	0	0.5
1791	5936	0	0	0	0	0	0	0.5
1792	-1	0	0	0	0	0	0	0
1792	1741	0	0	0	0	0	0	0.5
1792	4798	0	0	0	0	0	0	0.5
1792	4569	0	0	0	0	0	0	0.5
1792	1792	0	0	0	0	0	0	0.5
1792	5649	0	0	0	0	0	0	0.5
1792	7376	0	0	0	0	0	0	0.5
1792	5192	0	0	0	0	0	0	0.5
1792	980	0	0	0	0	0	0	0.5
1792	6020	0	0	0	0	0	0	0.5
1792	5936	0	0	0	0	0	0	0.5
1793	-1	0	0	0	0	0	0	0
1793	1741	0	0	0	0	0	0	0.5
1793	4798	0	0	0	0	0	0	0.5
1793	4569	0	0	0	0	0	0	0.5
1793	1792	0	0	0	0	0	0	0.5
1793	5649	0	0	0	0	0	0	0.5
1793	7376	0	0	0	0	0	0	0.5
1793	5192	0	0	0	0	0	0	0.5
1793	980	0	0	0	0	0	0	0.5
1793	6020	0	0	0	0	0	0	0.5
1793	5936	0	0	0	0	0	0	0.5
1793	1568	0	0	0	0	0	0	0.5
1794	-1	0	0	0	0	0	0	0
1794	1741	0	0	0	0	0	0	0.5
1794	4798	0	0	0	0	0	0	0.5
1794	4569	0	0	0	0	0	0	0.5
1794	1792	0	0	0	0	0	0	0.5
1794	5649	0	0	0	0	0	0	0.5
1794	7376	0	0	0	0	0	0	0.5
1794	5192	0	0	0	0	0	0	0.5
1794	6905	0	0	0	0	0	0	0.5
1794	6020	0	0	0	0	0	0	0.5
1794	5936	0	0	0	0	0	0	0.5
1794	1568	0	0	0	0	0	0	0.5
1795	-1	0	0	0	0	0	0	0
1795	1741	0	0	0	0	0	0	0.5
1795	4798	0	0	0	0	0	0	0.5
1795	4569	0	0	0	0	0	0	0.5
1795	1792	0	0	0	0	0	0	0.5
1795	5649	0	0	0	0	0	0	0.5
1795	7376	0	0	0	0	0	0	0.5
1795	5192	0	0	0	0	0	0	0.5
1795	6905	0	0	0	0	0	0	0.5
1795	6020	0	0	0	0	0	0	0.5
1795	5936	0	0	0	0	0	0	0.5
1795	1568	0	0	0	0	0	0	0.5
1795	3211	0	0	0	0	0	0	0.5
1795	3211 7376	0	0	0	0	0	0	0.5
1796	-1	0	0	0	0	0	0	0
1796	1741	0	0	0	0	0	0	0.5
1796	4798	0	0	0	0	0	0	0.5
1796	4569	0	0	0	0	0	0	0.5
1796	1792	0	0	0	0	0	0	0.5
1796	5649	0	0	0	0	0	0	0.5
1796	7376	0	0	0	0	0	0	0.5
1796	5192	0	0	0	0	0	0	0.5
1796	6905	0	0	0	0	0	0	0.5
1796	6020	0	0	0	0	0	0	0.5
1796	5936	0	0	0	0	0	0	0.5
1796	1568	0	0	0	0	0	0	0.5
1796	3211	0	0	0	0	0	0	0.5
1796	3211 7376	0	0	0	0	0	0	0.5
1796	2671	0	0	0	0	0	0	0.5
1796	2671 5936	0	0	0	0	0	0	0.5
1797	-1	0	0	0	0	0	0	0
1797	1741	0	0	0	0	0	0	0.5
1797	4798	0	0	0	0	0	0	0.5
1797	4569	0	0	0	0	0	0	0.5
1797	1792	0	0	0	0	0	0	0.5
1797	5649	0	0	0	0	0	0	0.5
1797	7376	0	0	0	0	0	0	0.5
1797	5192	0	0	0	0	0	0	0.5
1797	6905	0	0	0	0	0	0	0.5
1797	6020	0	0	0	0	0	0	0.5
1797	5936	0	0	0	0	0	0	0.5
1797	1568	0	0	0	0	0	0	0.5
1797	3211	0	0	0	0	0	0	0.5
1797	4771	0	0	0	0	0	0	0.5
1797	2671	0	0	0	0	0	0	0.5
1797	2671 5936	0	0	0	0	0	0	0.5
1798	-1	0	0	0	0	0	0	0
1798	1741	0	0	0	0	0	0	0.5
1798	1078	0	0	0	0	0	0	0.5
1798	4569	0	0	0	0	0	0	0.5
1798	1792	0	0	0	0	0	0	0.5
1798	5649	0	0	0	0	0	0	0.5
1798	7376	0	0	0	0	0	0	0.5
1798	5192	0	0	0	0	0	0	0.5
1798	6905	0	0	0	0	0	0	0.5
1798	6020	0	0	0	0	0	0	0.5
1798	5936	0	0	0	0	0	0	0.5
1798	1568	0	0	0	0	0	0	0.5
1798	3211	0	0	0	0	0	0	0.5
1798	4771	0	0	0	0	0	0	0.5
1798	2671	0	0	0	0	0	0	0.5
1798	2671 5936	0	0	0	0	0	0	0.5
1799	-1	0	0	0	0	0	0	0
1799	1741	0	0	0	0	0	0	0.5
1799	1078	0	0	0	0	0	0	0.5
1799	4569	0	0	0	0	0	0	0.5
1799	1792	0	0	0	0	0	0	0.5
1799	5649	0	0	0	0	0	0	0.5
1799	7376	0	0	0	0	0	0	0.5
1799	2671 5936	0	0	0	0	0	0	0.5
1799	6905	0	0	0	0	0	0	0.5
1799	6020	0	0	0	0	0	0	0.5
1799	5936	0	0	0	0	0	0	0.5
1799	1568	0	0	0	0	0	0	0.5
1799	3211	0	0	0	0	0	0	0.5
1799	4771	0	0	0	0	0	0	0.5
1799	2671	0	0	0	0	0	0	0.5
1800	-1	0	0	0	0	0	0	0
1800	1741	0	0	0	0	0	0	0.5
1800	1078	0	0	0	0	0	0	0.5
1800	4569	0	0	0	0	0	0	0.5
1800	1792	0	0	0	0	0	0	0.5
1800	5649	0	0	0	0	0	0	0.5
1800	7376	0	0	0	0	0	0	0.5
1800	2671 5936	0	0	0	0	0	0	0.5
1800	5517	0	0	0	0	0	0	0.5
1800	6020	0	0	0	0	0	0	0.5
1800	5936	0	0	0	0	0	0	0.5
1800	1568	0	0	0	0	0	0	0.5
1800	3211	0	0	0	0	0	0	0.5
1800	4771	0	0	0	0	0	0	0.5
1800	2671	0	0	0	0	0	0	0.5
1801	-1	0	0	0	0	0	0	0
1801	1741	0	0	0	0	0	0	0.5
1801	1078	0	0	0	0	0	0	0.5
1801	4569	0	0	0	0	0	0	0.5
1801	1792	0	0	0	0	0	0	0.5
1801	5649	0	0	0	0	0	0	0.5
1801	7376	0	0	0	0	0	0	0.5
1801	2671 5936	0	0	0	0	0	0	0.5
1801	5517	0	0	0	0	0	0	0.5
1801	6020	0	0	0	0	0	0	0.5
1801	5936	0	0	0	0	0	0	0.5
1801	1568	0	0	0	0	0	0	0.5
1801	3211	0	0	0	0	0	0	0.5
1801	4771	0	0	0	0	0	0	0.5
1801	2671	0	0	0	0	0	0	0.5
1801	1525	0	0	0	0	0	0	0.5
1802	-1	0	0	0	0	0	0	0
1802	1741	0	0	0	0	0	0	0.5
1802	1078	0	0	0	0	0	0	0.5
1802	4569	0	0	0	0	0	0	0.5
1802	1792	0	0	0	0	0	0	0.5
1802	5649	0	0	0	0	0	0	0.5
1802	7376	0	0	0	0	0	0	0.5
1802	2671 5936	0	0	0	0	0	0	0.5
1802	5517	0	0	0	0	0	0	0.5
1802	6020	0	0	0	0	0	0	0.5
1802	5936	0	0	0	0	0	0	0.5
1802	1568	0	0	0	0	0	0	0.5
1802	3211	0	0	0	0	0	0	0.5
1802	4771	0	0	0	0	0	0	0.5
1802	2671	0	0	0	0	0	0	0.5
1802	5501	0	0	0	0	0	0	0.5
1803	-1	0	0	0	0	0	0	0
1803	1741	0	0	0	0	0	0	0.5
1803	1078	0	0	0	0	0	0	0.5
1803	4569	0	0	0	0	0	0	0.5
1803	1792	0	0	0	0	0	0	0.5
1803	5649	0	0	0	0	0	0	0.5
1803	7376	0	0	0	0	0	0	0.5
1803	2671 5936	0	0	0	0	0	0	0.5
1803	5517	0	0	0	0	0	0	0.5
1803	4792	0	0	0	0	0	0	0.5
1803	5936	0	0	0	0	0	0	0.5
1803	1568	0	0	0	0	0	0	0.5
1803	3211	0	0	0	0	0	0	0.5
1803	4771	0	0	0	0	0	0	0.5
1803	2671	0	0	0	0	0	0	0.5
1803	5501	0	0	0	0	0	0	0.5
1804	-1	0	0	0	0	0	0	0
1804	1741	0	0	0	0	0	0	0.5
1804	1078	0	0	0	0	0	0	0.5
1804	4569	0	0	0	0	0	0	0.5
1804	1792	0	0	0	0	0	0	0.5
1804	6734	0	0	0	0	0	0	0.5
1804	7376	0	0	0	0	0	0	0.5
1804	2671 5936	0	0	0	0	0	0	0.5
1804	5517	0	0	0	0	0	0	0.5
1804	4792	0	0	0	0	0	0	0.5
1804	5936	0	0	0	0	0	0	0.5
1804	1568	0	0	0	0	0	0	0.5
1804	3211	0	0	0	0	0	0	0.5
1804	4771	0	0	0	0	0	0	0.5
1804	2671	0	0	0	0	0	0	0.5
1804	5501	0	0	0	0	0	0	0.5
1805	-1	0	0	0	0	0	0	0
1805	1741	0	0	0	0	0	0	0.5
1805	1078	0	0	0	0	0	0	0.5
1805	4569	0	0	0	0	0	0	0.5
1805	1792	0	0	0	0	0	0	0.5
1805	6734	0	0	0	0	0	0	0.5
1805	5501	0	0	0	0	0	0	0.5
1805	2671 5936	0	0	0	0	0	0	0.5
1805	5517	0	0	0	0	0	0	0.5
1805	4792	0	0	0	0	0	0	0.5
1805	5936	0	0	0	0	0	0	0.5
1805	1568	0	0	0	0	0	0	0.5
1805	3211	0	0	0	0	0	0	0.5
1805	4771	0	0	0	0	0	0	0.5
1805	2671	0	0	0	0	0	0	0.5
1806	-1	0	0	0	0	0	0	0
1806	1741	0	0	0	0	0	0	0.5
1806	1078	0	0	0	0	0	0	0.5
1806	4569	0	0	0	0	0	0	0.5
1806	1792	0	0	0	0	0	0	0.5
1806	6734	0	0	0	0	0	0	0.5
1806	3324	0	0	0	0	0	0	0.5
1806	2671 5936	0	0	0	0	0	0	0.5
1806	5517	0	0	0	0	0	0	0.5
1806	4792	0	0	0	0	0	0	0.5
1806	5936	0	0	0	0	0	0	0.5
1806	1568	0	0	0	0	0	0	0.5
1806	3211	0	0	0	0	0	0	0.5
1806	4771	0	0	0	0	0	0	0.5
1806	2671	0	0	0	0	0	0	0.5
1807	-1	0	0	0	0	0	0	0
1807	1741	0	0	0	0	0	0	0.5
1807	1078	0	0	0	0	0	0	0.5
1807	4569	0	0	0	0	0	0	0.5
1807	1792	0	0	0	0	0	0	0.5
1807	6734	0	0	0	0	0	0	0.5
1807	3324	0	0	0	0	0	0	0.5
1807	2671 5936	0	0	0	0	0	0	0.5
1807	5517	0	0	0	0	0	0	0.5
1807	4792	0	0	0	0	0	0	0.5
1807	5936	0	0	0	0	0	0	0.5
1807	1568	0	0	0	0	0	0	0.5
1807	3211	0	0	0	0	0	0	0.5
1807	4771	0	0	0	0	0	0	0.5
1807	2671	0	0	0	0	0	0	0.5
1807	1657	0	0	0	0	0	0	0.5
1808	-1	0	0	0	0	0	0	0
1808	1741	0	0	0	0	0	0	0.5
1808	1078	0	0	0	0	0	0	0.5
1808	4569	0	0	0	0	0	0	0.5
1808	1792	0	0	0	0	0	0	0.5
1808	6734	0	0	0	0	0	0	0.5
1808	3324	0	0	0	0	0	0	0.5
1808	2671 5936	0	0	0	0	0	0	0.5
1808	5517	0	0	0	0	0	0	0.5
1808	4792	0	0	0	0	0	0	0.5
1808	5936	0	0	0	0	0	0	0.5
1808	1568	0	0	0	0	0	0	0.5
1808	3211	0	0	0	0	0	0	0.5
1808	4771	0	0	0	0	0	0	0.5
1808	2671	0	0	0	0	0	0	0.5
1808	1657	0	0	0	0	0	0	0.5
1808	4568	0	0	0	0	0	0	0.5
1809	-1	0	0	0	0	0	0	0
1809	1741	0	0	0	0	0	0	0.5
1809	1078	0	0	0	0	0	0	0.5
1809	4569	0	0	0	0	0	0	0.5
1809	1391	0	0	0	0	0	0	0.5
1809	6734	0	0	0	0	0	0	0.5
1809	3324	0	0	0	0	0	0	0.5
1809	2671 5936	0	0	0	0	0	0	0.5
1809	5517	0	0	0	0	0	0	0.5
1809	4792	0	0	0	0	0	0	0.5
1809	5936	0	0	0	0	0	0	0.5
1809	1568	0	0	0	0	0	0	0.5
1809	3211	0	0	0	0	0	0	0.5
1809	4771	0	0	0	0	0	0	0.5
1809	2671	0	0	0	0	0	0	0.5
1809	1657	0	0	0	0	0	0	0.5
1809	4568	0	0	0	0	0	0	0.5
1810	-1	0	0	0	0	0	0	0
1810	3582	0	0	0	0	0	0	0.5
1810	1078	0	0	0	0	0	0	0.5
1810	4569	0	0	0	0	0	0	0.5
1810	1391	0	0	0	0	0	0	0.5
1810	6734	0	0	0	0	0	0	0.5
1810	3324	0	0	0	0	0	0	0.5
1810	2671 5936	0	0	0	0	0	0	0.5
1810	5517	0	0	0	0	0	0	0.5
1810	4792	0	0	0	0	0	0	0.5
1810	5936	0	0	0	0	0	0	0.5
1810	1568	0	0	0	0	0	0	0.5
1810	3211	0	0	0	0	0	0	0.5
1810	4771	0	0	0	0	0	0	0.5
1810	2671	0	0	0	0	0	0	0.5
1810	1657	0	0	0	0	0	0	0.5
1810	4568	0	0	0	0	0	0	0.5
1811	-1	0	0	0	0	0	0	0
1811	3582	0	0	0	0	0	0	0.5
1811	1078	0	0	0	0	0	0	0.5
1811	4569	0	0	0	0	0	0	0.5
1811	1391	0	0	0	0	0	0	0.5
1811	6734	0	0	0	0	0	0	0.5
1811	3324	0	0	0	0	0	0	0.5
1811	2671 5936	0	0	0	0	0	0	0.5
1811	5517	0	0	0	0	0	0	0.5
1811	4792	0	0	0	0	0	0	0.5
1811	5936	0	0	0	0	0	0	0.5
1811	1568	0	0	0	0	0	0	0.5
1811	3211	0	0	0	0	0	0	0.5
1811	2069	0	0	0	0	0	0	0.5
1811	2671	0	0	0	0	0	0	0.5
1811	1657	0	0	0	0	0	0	0.5
1811	4568	0	0	0	0	0	0	0.5
1812	-1	0	0	0	0	0	0	0
1812	3582	0	0	0	0	0	0	0.5
1812	1078	0	0	0	0	0	0	0.5
1812	4569	0	0	0	0	0	0	0.5
1812	1391	0	0	0	0	0	0	0.5
1812	5096	0	0	0	0	0	0	0.5
1812	3324	0	0	0	0	0	0	0.5
1812	2671 5936	0	0	0	0	0	0	0.5
1812	5517	0	0	0	0	0	0	0.5
1812	4792	0	0	0	0	0	0	0.5
1812	5936	0	0	0	0	0	0	0.5
1812	1568	0	0	0	0	0	0	0.5
1812	3211	0	0	0	0	0	0	0.5
1812	2069	0	0	0	0	0	0	0.5
1812	2671	0	0	0	0	0	0	0.5
1812	1657	0	0	0	0	0	0	0.5
1812	4568	0	0	0	0	0	0	0.5
1813	-1	0	0	0	0	0	0	0
1813	3582	0	0	0	0	0	0	0.5
1813	1078	0	0	0	0	0	0	0.5
1813	4569	0	0	0	0	0	0	0.5
1813	1391	0	0	0	0	0	0	0.5
1813	5096	0	0	0	0	0	0	0.5
1813	3324	0	0	0	0	0	0	0.5
1813	2671 5936	0	0	0	0	0	0	0.5
1813	5517	0	0	0	0	0	0	0.5
1813	4792	0	0	0	0	0	0	0.5
1813	5936	0	0	0	0	0	0	0.5
1813	1568	0	0	0	0	0	0	0.5
1813	6725	0	0	0	0	0	0	0.5
1813	2069	0	0	0	0	0	0	0.5
1813	2671	0	0	0	0	0	0	0.5
1813	1657	0	0	0	0	0	0	0.5
1813	4568	0	0	0	0	0	0	0.5
1814	-1	0	0	0	0	0	0	0
1814	3582	0	0	0	0	0	0	0.5
1814	1078	0	0	0	0	0	0	0.5
1814	4569	0	0	0	0	0	0	0.5
1814	1391	0	0	0	0	0	0	0.5
1814	5096	0	0	0	0	0	0	0.5
1814	3324	0	0	0	0	0	0	0.5
1814	2671 5936	0	0	0	0	0	0	0.5
1814	5517	0	0	0	0	0	0	0.5
1814	4792	0	0	0	0	0	0	0.5
1814	5936	0	0	0	0	0	0	0.5
1814	1568	0	0	0	0	0	0	0.5
1814	4568	0	0	0	0	0	0	0.5
1814	2069	0	0	0	0	0	0	0.5
1814	2671	0	0	0	0	0	0	0.5
1814	1657	0	0	0	0	0	0	0.5
1815	-1	0	0	0	0	0	0	0
1815	3582	0	0	0	0	0	0	0.5
1815	1078	0	0	0	0	0	0	0.5
1815	4569	0	0	0	0	0	0	0.5
1815	1391	0	0	0	0	0	0	0.5
1815	5096	0	0	0	0	0	0	0.5
1815	7283	0	0	0	0	0	0	0.5
1815	2671 5936	0	0	0	0	0	0	0.5
1815	5517	0	0	0	0	0	0	0.5
1815	4792	0	0	0	0	0	0	0.5
1815	5936	0	0	0	0	0	0	0.5
1815	1568	0	0	0	0	0	0	0.5
1815	4568	0	0	0	0	0	0	0.5
1815	2069	0	0	0	0	0	0	0.5
1815	2671	0	0	0	0	0	0	0.5
1815	1657	0	0	0	0	0	0	0.5
1816	-1	0	0	0	0	0	0	0
1816	3582	0	0	0	0	0	0	0.5
1816	1078	0	0	0	0	0	0	0.5
1816	4569	0	0	0	0	0	0	0.5
1816	1391	0	0	0	0	0	0	0.5
1816	5096	0	0	0	0	0	0	0.5
1816	7283	0	0	0	0	0	0	0.5
1816	2671 5936	0	0	0	0	0	0	0.5
1816	5517	0	0	0	0	0	0	0.5
1816	4792	0	0	0	0	0	0	0.5
1816	5936	0	0	0	0	0	0	0.5
1816	1568	0	0	0	0	0	0	0.5
1816	4568	0	0	0	0	0	0	0.5
1816	2069	0	0	0	0	0	0	0.5
1816	2671	0	0	0	0	0	0	0.5
1816	1657	0	0	0	0	0	0	0.5
1816	2328	0	0	0	0	0	0	0.5
1817	-1	0	0	0	0	0	0	0
1817	3582	0	0	0	0	0	0	0.5
1817	1078	0	0	0	0	0	0	0.5
1817	4569	0	0	0	0	0	0	0.5
1817	1391	0	0	0	0	0	0	0.5
1817	2328	0	0	0	0	0	0	0.5
1817	7283	0	0	0	0	0	0	0.5
1817	2671 5936	0	0	0	0	0	0	0.5
1817	5517	0	0	0	0	0	0	0.5
