MODEL	VAR_ID	POST_BETA	POST_SE	MAINEFFS
3022	1988	0	0	1954
3022	1984	0	0	2438
3022	1987	0	0	3250
3022	1990	0	0	3391
3022	427	0	0	3457
3022	1970	0	0	4317
3022	839	0	0	5138
3022	1989	0	0	5422
3022	1980	0	0	5903
3022	1983	0	0	6778
3023	0	0	0	-1
3023	614	0	0	903
3023	818	0	0	1274
3023	1985	0	0	1307
3023	1988	0	0	1954
3023	1984	0	0	2438
3023	1987	0	0	3250
3023	1990	0	0	3391
3023	427	0	0	3457
3023	1970	0	0	4317
3023	1989	0	0	5422
3023	1980	0	0	5903
3023	1983	0	0	6778
3024	0	0	0	-1
3024	614	0	0	903
3024	818	0	0	1274
3024	1985	0	0	1307
3024	1988	0	0	1954
3024	1984	0	0	2438
3024	1987	0	0	3250
3024	1990	0	0	3391
3024	427	0	0	3457
3024	1970	0	0	4317
3024	1989	0	0	5422
3024	1980	0	0	5903
3024	1983	0	0	6778
3024	1991	0	0	903 6778
3025	0	0	0	-1
3025	614	0	0	903
3025	818	0	0	1274
3025	1985	0	0	1307
3025	1984	0	0	2438
3025	1992	0	0	3037
3025	1987	0	0	3250
3025	1990	0	0	3391
3025	427	0	0	3457
3025	1970	0	0	4317
3025	1989	0	0	5422
3025	1980	0	0	5903
3025	1983	0	0	6778
3025	1991	0	0	903 6778
3026	0	0	0	-1
3026	614	0	0	903
3026	818	0	0	1274
3026	1985	0	0	1307
3026	1984	0	0	2438
3026	1992	0	0	3037
3026	1990	0	0	3391
3026	427	0	0	3457
3026	1970	0	0	4317
3026	1989	0	0	5422
3026	1980	0	0	5903
3026	1983	0	0	6778
3026	1991	0	0	903 6778
3027	0	0	0	-1
3027	614	0	0	903
3027	818	0	0	1274
3027	1985	0	0	1307
3027	1984	0	0	2438
3027	1992	0	0	3037
3027	1990	0	0	3391
3027	427	0	0	3457
3027	1970	0	0	4317
3027	1420	0	0	4892
3027	1989	0	0	5422
3027	1980	0	0	5903
3027	1983	0	0	6778
3028	0	0	0	-1
3028	614	0	0	903
3028	818	0	0	1274
3028	1985	0	0	1307
3028	1984	0	0	2438
3028	1992	0	0	3037
3028	1990	0	0	3391
3028	427	0	0	3457
3028	677	0	0	4065
3028	1420	0	0	4892
3028	1989	0	0	5422
3028	1980	0	0	5903
3028	1983	0	0	6778
3029	0	0	0	-1
3029	614	0	0	903
3029	818	0	0	1274
3029	1985	0	0	1307
3029	1984	0	0	2438
3029	1992	0	0	3037
3029	1990	0	0	3391
3029	427	0	0	3457
3029	677	0	0	4065
3029	1989	0	0	5422
3029	348	0	0	5762
3029	1980	0	0	5903
3029	1983	0	0	6778
3030	0	0	0	-1
3030	614	0	0	903
3030	818	0	0	1274
3030	1985	0	0	1307
3030	1984	0	0	2438
3030	1992	0	0	3037
3030	1990	0	0	3391
3030	427	0	0	3457
3030	677	0	0	4065
3030	1989	0	0	5422
3030	348	0	0	5762
3030	1983	0	0	6778
3031	0	0	0	-1
3031	614	0	0	903
3031	1985	0	0	1307
3031	1984	0	0	2438
3031	1992	0	0	3037
3031	1990	0	0	3391
3031	427	0	0	3457
3031	677	0	0	4065
3031	1993	0	0	4813
3031	1989	0	0	5422
3031	348	0	0	5762
3031	1983	0	0	6778
3032	0	0	0	-1
3032	1994	0	0	168
3032	614	0	0	903
3032	1985	0	0	1307
3032	1984	0	0	2438
3032	1992	0	0	3037
3032	1990	0	0	3391
3032	427	0	0	3457
3032	677	0	0	4065
3032	1993	0	0	4813
3032	1989	0	0	5422
3032	348	0	0	5762
3032	1983	0	0	6778
3033	0	0	0	-1
3033	614	0	0	903
3033	1985	0	0	1307
3033	1984	0	0	2438
3033	1992	0	0	3037
3033	1990	0	0	3391
3033	427	0	0	3457
3033	677	0	0	4065
3033	1993	0	0	4813
3033	1995	0	0	5087
3033	1989	0	0	5422
3033	348	0	0	5762
3033	1983	0	0	6778
3034	0	0	0	-1
3034	614	0	0	903
3034	1984	0	0	2438
3034	1992	0	0	3037
3034	1990	0	0	3391
3034	427	0	0	3457
3034	677	0	0	4065
3034	267	0	0	4776
3034	1993	0	0	4813
3034	1995	0	0	5087
3034	1989	0	0	5422
3034	348	0	0	5762
3034	1983	0	0	6778
3035	0	0	0	-1
3035	614	0	0	903
3035	1996	0	0	2066
3035	1984	0	0	2438
3035	1992	0	0	3037
3035	427	0	0	3457
3035	677	0	0	4065
3035	267	0	0	4776
3035	1993	0	0	4813
3035	1995	0	0	5087
3035	1989	0	0	5422
3035	348	0	0	5762
3035	1983	0	0	6778
3036	0	0	0	-1
3036	614	0	0	903
3036	1996	0	0	2066
3036	1984	0	0	2438
3036	427	0	0	3457
3036	677	0	0	4065
3036	267	0	0	4776
3036	1993	0	0	4813
3036	1995	0	0	5087
3036	1989	0	0	5422
3036	348	0	0	5762
3036	1983	0	0	6778
3036	1997	0	0	7248
3037	0	0	0	-1
3037	614	0	0	903
3037	1996	0	0	2066
3037	1984	0	0	2438
3037	427	0	0	3457
3037	1998	0	0	3738
3037	677	0	0	4065
3037	267	0	0	4776
3037	1993	0	0	4813
3037	1995	0	0	5087
3037	1989	0	0	5422
3037	348	0	0	5762
3037	1983	0	0	6778
3037	1997	0	0	7248
3038	0	0	0	-1
3038	614	0	0	903
3038	1996	0	0	2066
3038	1984	0	0	2438
3038	427	0	0	3457
3038	1998	0	0	3738
3038	677	0	0	4065
3038	267	0	0	4776
3038	1993	0	0	4813
3038	1995	0	0	5087
3038	1989	0	0	5422
3038	348	0	0	5762
3038	1999	0	0	6396
3038	1983	0	0	6778
3038	1997	0	0	7248
3039	0	0	0	-1
3039	614	0	0	903
3039	1996	0	0	2066
3039	1984	0	0	2438
3039	427	0	0	3457
3039	2000	0	0	3589
3039	1998	0	0	3738
3039	677	0	0	4065
3039	267	0	0	4776
3039	1993	0	0	4813
3039	1995	0	0	5087
3039	1989	0	0	5422
3039	348	0	0	5762
3039	1999	0	0	6396
3039	1997	0	0	7248
3040	0	0	0	-1
3040	614	0	0	903
3040	1996	0	0	2066
3040	1984	0	0	2438
3040	427	0	0	3457
3040	2001	0	0	3553
3040	2000	0	0	3589
3040	1998	0	0	3738
3040	677	0	0	4065
3040	267	0	0	4776
3040	1993	0	0	4813
3040	1995	0	0	5087
3040	1989	0	0	5422
3040	348	0	0	5762
3040	1999	0	0	6396
3040	1997	0	0	7248
3041	0	0	0	-1
3041	614	0	0	903
3041	1996	0	0	2066
3041	1984	0	0	2438
3041	2001	0	0	3553
3041	2000	0	0	3589
3041	1998	0	0	3738
3041	677	0	0	4065
3041	2002	0	0	4432
3041	267	0	0	4776
3041	1993	0	0	4813
3041	1995	0	0	5087
3041	1989	0	0	5422
3041	348	0	0	5762
3041	1999	0	0	6396
3041	1997	0	0	7248
3042	0	0	0	-1
3042	614	0	0	903
3042	1996	0	0	2066
3042	1984	0	0	2438
3042	2001	0	0	3553
3042	2000	0	0	3589
3042	1998	0	0	3738
3042	677	0	0	4065
3042	267	0	0	4776
3042	1993	0	0	4813
3042	1995	0	0	5087
3042	1989	0	0	5422
3042	348	0	0	5762
3042	1999	0	0	6396
3042	1997	0	0	7248
3043	0	0	0	-1
3043	614	0	0	903
3043	1996	0	0	2066
3043	1984	0	0	2438
3043	2001	0	0	3553
3043	2000	0	0	3589
3043	677	0	0	4065
3043	267	0	0	4776
3043	1993	0	0	4813
3043	1995	0	0	5087
3043	1989	0	0	5422
3043	348	0	0	5762
3043	1999	0	0	6396
3043	1997	0	0	7248
3044	0	0	0	-1
3044	614	0	0	903
3044	1996	0	0	2066
3044	2001	0	0	3553
3044	2000	0	0	3589
3044	677	0	0	4065
3044	267	0	0	4776
3044	1993	0	0	4813
3044	1995	0	0	5087
3044	1989	0	0	5422
3044	348	0	0	5762
3044	2003	0	0	6216
3044	1999	0	0	6396
3044	1997	0	0	7248
3045	0	0	0	-1
3045	614	0	0	903
3045	1996	0	0	2066
3045	2001	0	0	3553
3045	2000	0	0	3589
3045	267	0	0	4776
3045	1993	0	0	4813
3045	1995	0	0	5087
3045	1989	0	0	5422
3045	348	0	0	5762
3045	2003	0	0	6216
3045	1999	0	0	6396
3045	1997	0	0	7248
3046	0	0	0	-1
3046	614	0	0	903
3046	1996	0	0	2066
3046	2001	0	0	3553
3046	2000	0	0	3589
3046	267	0	0	4776
3046	1993	0	0	4813
3046	1995	0	0	5087
3046	1989	0	0	5422
3046	348	0	0	5762
3046	1999	0	0	6396
3046	1997	0	0	7248
3047	0	0	0	-1
3047	614	0	0	903
3047	1996	0	0	2066
3047	2001	0	0	3553
3047	2000	0	0	3589
3047	267	0	0	4776
3047	1993	0	0	4813
3047	1989	0	0	5422
3047	348	0	0	5762
3047	1999	0	0	6396
3047	1997	0	0	7248
3048	0	0	0	-1
3048	614	0	0	903
3048	1996	0	0	2066
3048	2001	0	0	3553
3048	267	0	0	4776
3048	1993	0	0	4813
3048	1989	0	0	5422
3048	348	0	0	5762
3048	1999	0	0	6396
3048	1997	0	0	7248
3049	0	0	0	-1
3049	614	0	0	903
3049	1996	0	0	2066
3049	2001	0	0	3553
3049	267	0	0	4776
3049	1993	0	0	4813
3049	1989	0	0	5422
3049	1999	0	0	6396
3049	87	0	0	6571
3049	1997	0	0	7248
3050	0	0	0	-1
3050	614	0	0	903
3050	1996	0	0	2066
3050	2001	0	0	3553
3050	377	0	0	4487
3050	267	0	0	4776
3050	1993	0	0	4813
3050	1989	0	0	5422
3050	1999	0	0	6396
3050	87	0	0	6571
3050	1997	0	0	7248
3051	0	0	0	-1
3051	1996	0	0	2066
3051	2001	0	0	3553
3051	377	0	0	4487
3051	267	0	0	4776
3051	1993	0	0	4813
3051	1989	0	0	5422
3051	1999	0	0	6396
3051	87	0	0	6571
3051	1997	0	0	7248
3052	0	0	0	-1
3052	2004	0	0	179
3052	1996	0	0	2066
3052	377	0	0	4487
3052	267	0	0	4776
3052	1993	0	0	4813
3052	1989	0	0	5422
3052	1999	0	0	6396
3052	87	0	0	6571
3052	1997	0	0	7248
3053	0	0	0	-1
3053	2004	0	0	179
3053	2005	0	0	1710
3053	1996	0	0	2066
3053	377	0	0	4487
3053	267	0	0	4776
3053	1993	0	0	4813
3053	1989	0	0	5422
3053	87	0	0	6571
3053	1997	0	0	7248
3054	0	0	0	-1
3054	2004	0	0	179
3054	2005	0	0	1710
3054	1996	0	0	2066
3054	377	0	0	4487
3054	267	0	0	4776
3054	1989	0	0	5422
3054	87	0	0	6571
3054	1997	0	0	7248
3055	0	0	0	-1
3055	2004	0	0	179
3055	2005	0	0	1710
3055	1996	0	0	2066
3055	2006	0	0	3065
3055	267	0	0	4776
3055	1989	0	0	5422
3055	87	0	0	6571
3055	1997	0	0	7248
3056	0	0	0	-1
3056	2004	0	0	179
3056	2005	0	0	1710
3056	1996	0	0	2066
3056	2006	0	0	3065
3056	2007	0	0	4389
3056	267	0	0	4776
3056	1989	0	0	5422
3056	87	0	0	6571
3056	1997	0	0	7248
3057	0	0	0	-1
3057	2004	0	0	179
3057	2008	0	0	807
3057	2005	0	0	1710
3057	1996	0	0	2066
3057	2006	0	0	3065
3057	2007	0	0	4389
3057	267	0	0	4776
3057	1989	0	0	5422
3057	87	0	0	6571
3057	1997	0	0	7248
3058	0	0	0	-1
3058	2004	0	0	179
3058	2009	0	0	308
3058	2008	0	0	807
3058	2005	0	0	1710
3058	1996	0	0	2066
3058	2006	0	0	3065
3058	2007	0	0	4389
3058	267	0	0	4776
3058	87	0	0	6571
3058	1997	0	0	7248
3059	0	0	0	-1
3059	2004	0	0	179
3059	2009	0	0	308
3059	2008	0	0	807
3059	2005	0	0	1710
3059	1218	0	0	1819
3059	1996	0	0	2066
3059	2006	0	0	3065
3059	2007	0	0	4389
3059	87	0	0	6571
3059	1997	0	0	7248
3060	0	0	0	-1
3060	2004	0	0	179
3060	2009	0	0	308
3060	2008	0	0	807
3060	2005	0	0	1710
3060	1218	0	0	1819
3060	1996	0	0	2066
3060	2006	0	0	3065
3060	2007	0	0	4389
3060	87	0	0	6571
3060	1997	0	0	7248
3061	0	0	0	-1
3061	2004	0	0	179
3061	2009	0	0	308
3061	2008	0	0	807
3061	2005	0	0	1710
3061	1218	0	0	1819
3061	2010	0	0	1889
3061	1996	0	0	2066
3061	2006	0	0	3065
3061	2007	0	0	4389
3061	1997	0	0	7248
3062	0	0	0	-1
3062	2004	0	0	179
3062	2009	0	0	308
3062	2008	0	0	807
3062	2005	0	0	1710
3062	1218	0	0	1819
3062	1996	0	0	2066
3062	2006	0	0	3065
3062	2007	0	0	4389
3062	2011	0	0	6314
3062	1997	0	0	7248
3063	0	0	0	-1
3063	2004	0	0	179
3063	2009	0	0	308
3063	2008	0	0	807
3063	1281	0	0	1657
3063	2005	0	0	1710
3063	1996	0	0	2066
3063	2006	0	0	3065
3063	2007	0	0	4389
3063	2011	0	0	6314
3063	1997	0	0	7248
3064	0	0	0	-1
3064	2004	0	0	179
3064	2009	0	0	308
3064	2008	0	0	807
3064	1281	0	0	1657
3064	2005	0	0	1710
3064	2006	0	0	3065
3064	2007	0	0	4389
3064	2012	0	0	5695
3064	2011	0	0	6314
3064	1997	0	0	7248
3065	0	0	0	-1
3065	2004	0	0	179
3065	2009	0	0	308
3065	2008	0	0	807
3065	2005	0	0	1710
3065	2006	0	0	3065
3065	2013	0	0	3495
3065	2007	0	0	4389
3065	2012	0	0	5695
3065	2011	0	0	6314
3065	1997	0	0	7248
3066	0	0	0	-1
3066	2004	0	0	179
3066	2009	0	0	308
3066	2008	0	0	807
3066	2014	0	0	2602
3066	2006	0	0	3065
3066	2013	0	0	3495
3066	2007	0	0	4389
3066	2012	0	0	5695
3066	2011	0	0	6314
3066	1997	0	0	7248
3067	0	0	0	-1
3067	2004	0	0	179
3067	2009	0	0	308
3067	2008	0	0	807
3067	2014	0	0	2602
3067	2006	0	0	3065
3067	2007	0	0	4389
3067	2012	0	0	5695
3067	2011	0	0	6314
3067	1997	0	0	7248
3068	0	0	0	-1
3068	2004	0	0	179
3068	2009	0	0	308
3068	2008	0	0	807
3068	2014	0	0	2602
3068	2006	0	0	3065
3068	2007	0	0	4389
3068	660	0	0	5061
3068	2012	0	0	5695
3068	2011	0	0	6314
3068	1997	0	0	7248
3069	0	0	0	-1
3069	2009	0	0	308
3069	2008	0	0	807
3069	2014	0	0	2602
3069	2006	0	0	3065
3069	2007	0	0	4389
3069	660	0	0	5061
3069	2012	0	0	5695
3069	2011	0	0	6314
3069	1997	0	0	7248
3070	0	0	0	-1
3070	2009	0	0	308
3070	2008	0	0	807
3070	2015	0	0	1703
3070	2014	0	0	2602
3070	2007	0	0	4389
3070	660	0	0	5061
3070	2012	0	0	5695
3070	2011	0	0	6314
3070	1997	0	0	7248
3071	0	0	0	-1
3071	2009	0	0	308
3071	2008	0	0	807
3071	2015	0	0	1703
3071	2014	0	0	2602
3071	2007	0	0	4389
3071	2016	0	0	4960
3071	660	0	0	5061
3071	2012	0	0	5695
3071	2011	0	0	6314
3071	1997	0	0	7248
3072	0	0	0	-1
3072	2009	0	0	308
3072	2008	0	0	807
3072	2015	0	0	1703
3072	1027	0	0	2117
3072	2014	0	0	2602
3072	2007	0	0	4389
3072	2016	0	0	4960
3072	660	0	0	5061
3072	2011	0	0	6314
3072	1997	0	0	7248
3073	0	0	0	-1
3073	2009	0	0	308
3073	2008	0	0	807
3073	2015	0	0	1703
3073	1027	0	0	2117
3073	2014	0	0	2602
3073	2007	0	0	4389
3073	660	0	0	5061
3073	625	0	0	5951
3073	2011	0	0	6314
3073	1997	0	0	7248
3074	0	0	0	-1
3074	2017	0	0	15
3074	2009	0	0	308
3074	2008	0	0	807
3074	2015	0	0	1703
3074	1027	0	0	2117
3074	2014	0	0	2602
3074	2007	0	0	4389
3074	660	0	0	5061
3074	2011	0	0	6314
3074	1997	0	0	7248
3075	0	0	0	-1
3075	2017	0	0	15
3075	2009	0	0	308
3075	2008	0	0	807
3075	2015	0	0	1703
3075	1027	0	0	2117
3075	2014	0	0	2602
3075	2018	0	0	4386
3075	2007	0	0	4389
3075	2011	0	0	6314
3075	1997	0	0	7248
3076	0	0	0	-1
3076	2017	0	0	15
3076	2009	0	0	308
3076	2008	0	0	807
3076	2015	0	0	1703
3076	1027	0	0	2117
3076	2014	0	0	2602
3076	2018	0	0	4386
3076	2007	0	0	4389
3076	267	0	0	4776
3076	2011	0	0	6314
3077	0	0	0	-1
3077	2017	0	0	15
3077	2009	0	0	308
3077	2008	0	0	807
3077	2015	0	0	1703
3077	1027	0	0	2117
3077	2014	0	0	2602
3077	2018	0	0	4386
3077	267	0	0	4776
3077	2011	0	0	6314
3078	0	0	0	-1
3078	2017	0	0	15
3078	2009	0	0	308
3078	2015	0	0	1703
3078	1027	0	0	2117
3078	2014	0	0	2602
3078	2018	0	0	4386
3078	267	0	0	4776
3078	2019	0	0	5172
3078	2011	0	0	6314
3079	0	0	0	-1
3079	2017	0	0	15
3079	2009	0	0	308
3079	2015	0	0	1703
3079	1027	0	0	2117
3079	2020	0	0	2495
3079	2014	0	0	2602
3079	2018	0	0	4386
3079	267	0	0	4776
3079	2019	0	0	5172
3079	2011	0	0	6314
3079	2021	0	0	2117 2495
3080	0	0	0	-1
3080	2017	0	0	15
3080	2009	0	0	308
3080	2015	0	0	1703
3080	1027	0	0	2117
3080	2020	0	0	2495
3080	2014	0	0	2602
3080	2018	0	0	4386
3080	267	0	0	4776
3080	2011	0	0	6314
3080	2021	0	0	2117 2495
3081	0	0	0	-1
3081	2017	0	0	15
3081	2009	0	0	308
3081	2015	0	0	1703
3081	1027	0	0	2117
3081	2020	0	0	2495
3081	2014	0	0	2602
3081	2022	0	0	4232
3081	2018	0	0	4386
3081	267	0	0	4776
3081	2011	0	0	6314
3081	2021	0	0	2117 2495
3082	0	0	0	-1
3082	2017	0	0	15
3082	2009	0	0	308
3082	2015	0	0	1703
3082	1027	0	0	2117
3082	2020	0	0	2495
3082	2014	0	0	2602
3082	2022	0	0	4232
3082	267	0	0	4776
3082	2011	0	0	6314
3082	2021	0	0	2117 2495
3083	0	0	0	-1
3083	2017	0	0	15
3083	2009	0	0	308
3083	2015	0	0	1703
3083	1027	0	0	2117
3083	2020	0	0	2495
3083	2014	0	0	2602
3083	2022	0	0	4232
3083	2011	0	0	6314
3083	2021	0	0	2117 2495
3084	0	0	0	-1
3084	2009	0	0	308
3084	2015	0	0	1703
3084	1027	0	0	2117
3084	2020	0	0	2495
3084	2014	0	0	2602
3084	2022	0	0	4232
3084	2011	0	0	6314
3084	658	0	0	6692
3084	2021	0	0	2117 2495
3085	0	0	0	-1
3085	2009	0	0	308
3085	2015	0	0	1703
3085	1027	0	0	2117
3085	2020	0	0	2495
3085	2022	0	0	4232
3085	2011	0	0	6314
3085	658	0	0	6692
3085	2021	0	0	2117 2495
3086	0	0	0	-1
3086	2009	0	0	308
3086	2015	0	0	1703
3086	1027	0	0	2117
3086	2020	0	0	2495
3086	2022	0	0	4232
3086	658	0	0	6692
3086	2021	0	0	2117 2495
3087	0	0	0	-1
3087	2015	0	0	1703
3087	1027	0	0	2117
3087	2020	0	0	2495
3087	2022	0	0	4232
3087	2023	0	0	6263
3087	658	0	0	6692
3087	2021	0	0	2117 2495
3088	0	0	0	-1
3088	2015	0	0	1703
3088	1027	0	0	2117
3088	2020	0	0	2495
3088	2024	0	0	3318
3088	2022	0	0	4232
3088	2023	0	0	6263
3088	658	0	0	6692
3088	2021	0	0	2117 2495
3089	0	0	0	-1
3089	2025	0	0	48
3089	2015	0	0	1703
3089	1027	0	0	2117
3089	2020	0	0	2495
3089	2024	0	0	3318
3089	2022	0	0	4232
3089	2023	0	0	6263
3089	2021	0	0	2117 2495
3090	0	0	0	-1
3090	2025	0	0	48
3090	2015	0	0	1703
3090	1027	0	0	2117
3090	2020	0	0	2495
3090	2024	0	0	3318
3090	2023	0	0	6263
3090	2021	0	0	2117 2495
3091	0	0	0	-1
3091	2025	0	0	48
3091	2026	0	0	339
3091	2015	0	0	1703
3091	1027	0	0	2117
3091	2020	0	0	2495
3091	2023	0	0	6263
3091	2021	0	0	2117 2495
3092	0	0	0	-1
3092	2025	0	0	48
3092	2026	0	0	339
3092	2015	0	0	1703
3092	1027	0	0	2117
3092	2020	0	0	2495
3092	2023	0	0	6263
3092	2021	0	0	2117 2495
3093	0	0	0	-1
3093	2025	0	0	48
3093	2026	0	0	339
3093	2015	0	0	1703
3093	1027	0	0	2117
3093	2020	0	0	2495
3093	2028	0	0	3028
3093	2021	0	0	2117 2495
3094	0	0	0	-1
3094	2025	0	0	48
3094	2026	0	0	339
3094	2015	0	0	1703
3094	1027	0	0	2117
3094	2020	0	0	2495
3094	2028	0	0	3028
3094	2021	0	0	2117 2495
3095	0	0	0	-1
3095	2025	0	0	48
3095	2026	0	0	339
3095	2015	0	0	1703
3095	1027	0	0	2117
3095	2020	0	0	2495
3095	2028	0	0	3028
3095	2029	0	0	4144
3095	2021	0	0	2117 2495
3096	0	0	0	-1
3096	2025	0	0	48
3096	2015	0	0	1703
3096	1027	0	0	2117
3096	2020	0	0	2495
3096	2028	0	0	3028
3096	2029	0	0	4144
3096	2021	0	0	2117 2495
3097	0	0	0	-1
3097	2025	0	0	48
3097	2015	0	0	1703
3097	1027	0	0	2117
3097	2020	0	0	2495
3097	2029	0	0	4144
3097	2030	0	0	5876
3097	2021	0	0	2117 2495
3098	0	0	0	-1
3098	2025	0	0	48
3098	2015	0	0	1703
3098	1027	0	0	2117
3098	2020	0	0	2495
3098	2031	0	0	2646
3098	2029	0	0	4144
3098	2030	0	0	5876
3098	2021	0	0	2117 2495
3099	0	0	0	-1
3099	2025	0	0	48
3099	906	0	0	657
3099	1027	0	0	2117
3099	2020	0	0	2495
3099	2031	0	0	2646
3099	2029	0	0	4144
3099	2030	0	0	5876
3099	2021	0	0	2117 2495
3100	0	0	0	-1
3100	2025	0	0	48
3100	906	0	0	657
3100	1027	0	0	2117
3100	2020	0	0	2495
3100	2031	0	0	2646
3100	2029	0	0	4144
3100	2030	0	0	5876
3100	1841	0	0	6735
3100	2021	0	0	2117 2495
3101	0	0	0	-1
3101	2025	0	0	48
3101	906	0	0	657
3101	1172	0	0	1138
3101	1027	0	0	2117
3101	2020	0	0	2495
3101	2031	0	0	2646
3101	2029	0	0	4144
3101	2030	0	0	5876
3101	1841	0	0	6735
3101	2021	0	0	2117 2495
3102	0	0	0	-1
3102	2025	0	0	48
3102	906	0	0	657
3102	426	0	0	822
3102	1172	0	0	1138
3102	1027	0	0	2117
3102	2020	0	0	2495
3102	2031	0	0	2646
3102	2029	0	0	4144
3102	2030	0	0	5876
3102	1841	0	0	6735
3103	0	0	0	-1
3103	2025	0	0	48
3103	906	0	0	657
3103	426	0	0	822
3103	1172	0	0	1138
3103	1027	0	0	2117
3103	2020	0	0	2495
3103	2031	0	0	2646
3103	2029	0	0	4144
3103	2030	0	0	5876
3104	0	0	0	-1
3104	2025	0	0	48
3104	906	0	0	657
3104	426	0	0	822
3104	1172	0	0	1138
3104	1027	0	0	2117
3104	2031	0	0	2646
3104	2029	0	0	4144
3104	2030	0	0	5876
3104	984	0	0	6601
3105	0	0	0	-1
3105	906	0	0	657
3105	426	0	0	822
3105	1172	0	0	1138
3105	1027	0	0	2117
3105	2031	0	0	2646
3105	2029	0	0	4144
3105	2030	0	0	5876
3105	984	0	0	6601
3106	0	0	0	-1
3106	906	0	0	657
3106	426	0	0	822
3106	1172	0	0	1138
3106	1027	0	0	2117
3106	2029	0	0	4144
3106	2030	0	0	5876
3106	984	0	0	6601
3107	0	0	0	-1
3107	906	0	0	657
3107	426	0	0	822
3107	1172	0	0	1138
3107	2029	0	0	4144
3107	430	0	0	4205
3107	2030	0	0	5876
3107	984	0	0	6601
3108	0	0	0	-1
3108	426	0	0	822
3108	1172	0	0	1138
3108	2029	0	0	4144
3108	430	0	0	4205
3108	2030	0	0	5876
3108	984	0	0	6601
3108	628	0	0	6844
3109	0	0	0	-1
3109	426	0	0	822
3109	1172	0	0	1138
3109	2032	0	0	1731
3109	2029	0	0	4144
3109	430	0	0	4205
3109	2030	0	0	5876
3109	984	0	0	6601
3110	0	0	0	-1
3110	426	0	0	822
3110	1172	0	0	1138
3110	2032	0	0	1731
3110	2033	0	0	3718
3110	2029	0	0	4144
3110	430	0	0	4205
3110	2030	0	0	5876
3110	984	0	0	6601
3111	0	0	0	-1
3111	426	0	0	822
3111	1172	0	0	1138
3111	2032	0	0	1731
3111	2033	0	0	3718
3111	2029	0	0	4144
3111	430	0	0	4205
3111	2034	0	0	5580
3111	2030	0	0	5876
3111	984	0	0	6601
3112	0	0	0	-1
3112	426	0	0	822
3112	1172	0	0	1138
3112	2032	0	0	1731
3112	2035	0	0	2306
3112	2033	0	0	3718
3112	430	0	0	4205
3112	2034	0	0	5580
3112	2030	0	0	5876
3112	984	0	0	6601
3113	0	0	0	-1
3113	426	0	0	822
3113	1172	0	0	1138
3113	2032	0	0	1731
3113	2035	0	0	2306
3113	2033	0	0	3718
3113	430	0	0	4205
3113	2034	0	0	5580
3113	2030	0	0	5876
3113	984	0	0	6601
3114	0	0	0	-1
3114	426	0	0	822
3114	1172	0	0	1138
3114	2032	0	0	1731
3114	2035	0	0	2306
3114	2033	0	0	3718
3114	430	0	0	4205
3114	2030	0	0	5876
3114	2037	0	0	6241
3114	984	0	0	6601
3115	0	0	0	-1
3115	426	0	0	822
3115	1172	0	0	1138
3115	2035	0	0	2306
3115	2033	0	0	3718
3115	430	0	0	4205
3115	2030	0	0	5876
3115	2037	0	0	6241
3115	1312	0	0	6245
3115	984	0	0	6601
3116	0	0	0	-1
3116	426	0	0	822
3116	1172	0	0	1138
3116	2035	0	0	2306
3116	2033	0	0	3718
3116	430	0	0	4205
3116	2030	0	0	5876
3116	2037	0	0	6241
3116	1312	0	0	6245
3116	984	0	0	6601
3117	0	0	0	-1
3117	426	0	0	822
3117	1172	0	0	1138
3117	2035	0	0	2306
3117	2033	0	0	3718
3117	2039	0	0	3739
3117	430	0	0	4205
3117	2030	0	0	5876
3117	1312	0	0	6245
3117	984	0	0	6601
3118	0	0	0	-1
3118	426	0	0	822
3118	1172	0	0	1138
3118	2035	0	0	2306
3118	2033	0	0	3718
3118	2039	0	0	3739
3118	430	0	0	4205
3118	2030	0	0	5876
3118	1312	0	0	6245
3118	984	0	0	6601
3118	2040	0	0	6922
3119	0	0	0	-1
3119	1172	0	0	1138
3119	2035	0	0	2306
3119	2033	0	0	3718
3119	2039	0	0	3739
3119	430	0	0	4205
3119	2030	0	0	5876
3119	1312	0	0	6245
3119	984	0	0	6601
3119	2040	0	0	6922
3119	2041	0	0	7296
3120	0	0	0	-1
3120	1172	0	0	1138
3120	2035	0	0	2306
3120	2033	0	0	3718
3120	2039	0	0	3739
3120	430	0	0	4205
3120	2030	0	0	5876
3120	984	0	0	6601
3120	2040	0	0	6922
3120	2041	0	0	7296
3121	0	0	0	-1
3121	1172	0	0	1138
3121	2035	0	0	2306
3121	2033	0	0	3718
3121	2039	0	0	3739
3121	430	0	0	4205
3121	2042	0	0	5092
3121	2030	0	0	5876
3121	984	0	0	6601
3121	2040	0	0	6922
3121	2041	0	0	7296
3122	0	0	0	-1
3122	1172	0	0	1138
3122	2043	0	0	1242
3122	2035	0	0	2306
3122	2033	0	0	3718
3122	2039	0	0	3739
3122	430	0	0	4205
3122	2042	0	0	5092
3122	2030	0	0	5876
3122	2040	0	0	6922
3122	2041	0	0	7296
3123	0	0	0	-1
3123	1172	0	0	1138
3123	2043	0	0	1242
3123	2035	0	0	2306
3123	2033	0	0	3718
3123	2039	0	0	3739
3123	2042	0	0	5092
3123	2030	0	0	5876
3123	2040	0	0	6922
3123	2044	0	0	7198
3123	2041	0	0	7296
3124	0	0	0	-1
3124	1172	0	0	1138
